source,translation,reference,bleu,rouge1_f,rouge2_f,rougeL_f,meteor,rouge_details
ac (alternating current) circuit,chỉ a a a a a a a a a a (sisisisi tê bộ bộ tê bộ bộ tê bộ bộ tê sắc sắc sắc sắc sắc sắc sắc sắc sắc sắc sắc sắc bộ bộ bộ bộ bộ bộ bộ bộ a a a a a a a a a a đơn đơn sắc sắc sắc bộ bộ bộ bộ bộ bộ bộ bộ bộ bộy bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộy bộ bộ bộ bộ bộ bộ a Christian bộ a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a đơn đơn đơn đơn đơn đơn sắc bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộy bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ a Christian bộ bộ bộ bộ bộ bộ a Christian bộ bộ bộ a Christian bộ a Christian bộ bộ bộ bộ bộ a Christian bộ bộ a Christian Christian bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ a Christian a Christian Christian Christian bộ bộ a Christian bộ a Christian bộ a Christian bộ a Christian bộ a Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộy Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian,(tech) mạch điện xoay chiều,0.07049935577305916,0.007547169811320755,0.0,0.007547169811320755,0.0088339222614841,"{'rouge1': Score(precision=0.0038314176245210726, recall=0.25, fmeasure=0.007547169811320755), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0038314176245210726, recall=0.25, fmeasure=0.007547169811320755)}"
ac (alternating current) coupled flip-flop,chỉ a a a a a a a a a (a tách (a trên) có cặp cặp cặp cặp cặp cặp cặp cặp cặp cặp cặp cặp cặp cặp cặp cặp cặp cặp cặp ve,(tech) mạch xúc phát ghép xoay chiều,1.1524538390587937,0.11764705882352941,0.0,0.08823529411764706,0.08403361344537814,"{'rouge1': Score(precision=0.07142857142857142, recall=0.3333333333333333, fmeasure=0.11764705882352941), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.05357142857142857, recall=0.25, fmeasure=0.08823529411764706)}"
ac (alternating current) coupling,chỉ a a a a a a đơn a (a đơn đơn đơn đơn đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản giản giản giản giản giản giản giản giản giản giản giản giản đơn giản đơn giản đơn giản đơn giản đơn giản giản giản giản giản đơn giản đơn giản giản giản giản giản giản đơn giản giản giản giản đơn giản giản đơn giản giản giản đơn giản giản đơn giản giản giản giản đơn giản giản giản giản giản giản giản đơn giản giản giản giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản Christian Christian Christian Christian Christian Christian mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất,(tech) ghép xoay chiều,0.06952885844217327,0.0,0.0,0.0,0.008865248226950355,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
ac (alternating current) distribution cabinet,chỉ sẵn đơn a a a a a đơn giản (a đơn sẵn sẵn) đơn giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản sẵn sẵn sẵn sẵn sẵn sẵn sẵn sẵn sẵn sẵn sẵn đơn giản giản giản giản giản giản giản giản giản sẵn sẵn sẵn sẵn sẵn sẵn sẵn sẵn sẵn sẵn đơn giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản dọn dọn dọn dọn dọn dọn dọn dọn dọn dọn dọn dọn dọn dọn dọn dọn dọn dọn dọn dọn dọn dọn dọn dọn dọn dọn dọn đơn a a a a đơn a đơn a a a a đơn a đơn a đơn a đơn giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản đơn giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản đơn giản giản giản giản giản giản giản giản giản giản giản giản giản đơn giản đơn giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản đơn đơn đơn giản giản giản giản giản giản giản đơn đơn giản giản giản giản giản giản đơn đơn đơn đơn giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản,(tech) hộp phân phối dòng điện xoay chiều,0.08268421315744946,0.004060913705583756,0.0,0.004060913705583756,0.01666666666666667,"{'rouge1': Score(precision=0.0020597322348094747, recall=0.14285714285714285, fmeasure=0.004060913705583756), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0020597322348094747, recall=0.14285714285714285, fmeasure=0.004060913705583756)}"
ac (alternating current) erasing,chỉ a a a a a a a đơn a đơn a đơn ( Christian đơn giản Christian đơn giản Christian đơn giản Christian giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản giản đơn dọn đơn dọn đơn Christian đơn giản đơn đơn giản đơn giản đơn dọn đơn Christian đơn giản đơn giản đơn dọn đơn dọn đơn đơn đơn đơn Christian đơn đơn đơn đơn Christian đơn đơn đơn đơn đơn đơn Christian đơn Christian đơn đơn Christian đơn đơn đơn đơn đơn đơn đơn đơn Christian đơn đơn đơn đơn Christian đơn đơn đơn đơn đơn Christian đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn Christian đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn Christian đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn Christian đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn,(tech) xóa xoay chiều,0.06952885844217327,0.0035650623885918,0.0,0.0035650623885918,0.008865248226950355,"{'rouge1': Score(precision=0.0018018018018018018, recall=0.16666666666666666, fmeasure=0.0035650623885918), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0018018018018018018, recall=0.16666666666666666, fmeasure=0.0035650623885918)}"
ac (alternating current) erasing head,chỉ a a a a a a a đơn a đơn a đơn đơn ( Christian đơn đơn đơn đơn đơn Christian đơn đơn Christian đơn đơn đơn đơn đơn đơn Christian đơn đơn đơn đơn đơn Christian đơn đơn đơn đơn đơn đơn Christian đơn đơn đơn đơn đơn đơn Christian đơn đơn đơn đơn đơn đơn đơn Christian đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn Christian đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn Christian đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn Christian đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn Christian đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn,(tech) đầu xóa xoay chiều,0.06952885844217327,0.0038759689922480615,0.0,0.0038759689922480615,0.008726003490401398,"{'rouge1': Score(precision=0.0019646365422396855, recall=0.14285714285714285, fmeasure=0.0038759689922480615), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0019646365422396855, recall=0.14285714285714285, fmeasure=0.0038759689922480615)}"
ac (alternating current) generator,động a a đơn a a a (a đơn đơn đơn giản chạy bộ bộ bộ bộ bộ bộ tìm tìm tìm bộ bộ bộ mất bộ bộ bộ tìm tìm bộ bộ bộ bộ tìm tìm tìm bộ bộ bộ mất bộ tìm tìm tìm tìm bộ bộ bộ bộ bộ tìm tìm tìm tìm bộ bộ bộ mất bộ mất bộ mất bộ mất bộ mất bộ mất bộ mất bộ mất bộ mất bộ mất bộ mất bộ mất bộ mất bộ mất bộ mất bộ mất bộ mất bộ mất bộ mất bộ mất bộ mất bộ bộ mất bộ mất bộ mất bộ mất bộ mất bộ mất bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ mất bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ mất bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a sóng bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ động bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ bộ,(tech) máy phát điện xoay chiều,0.06952885844217327,0.01054481546572935,0.0,0.0070298769771529,0.008591065292096222,"{'rouge1': Score(precision=0.005366726296958855, recall=0.3, fmeasure=0.01054481546572935), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0035778175313059034, recall=0.2, fmeasure=0.0070298769771529)}"
ac (alternating current) josephson effect,chỉ a a a a a a a a a (a chỉ trên) trên thiết đơn đơn giản bộ bộ ngoàin giản bộ ngoàin giản giản giản bộ bộ bộ chung giản giản giản giản bộ bộ chung giản giản giản giản giản giản a a a a a a a a a a a a a a đơn a a a a ( Christian giản a đơn a đơn a đơn đơn a đơn đơn đơn a đơn đơn đơn giản bộ bộ bộ bộ mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất mất,(tech) hiệu ứng josephson xoay chiều,0.08301070719593523,0.0,0.0,0.0,0.01724137931034483,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
ac (alternating current) motor,động a a a a a a a a a ( đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn giản đơn đơn giản đơn giản đơn đơn giản đơn Christian đơn giản đơn giản Christian đơn giản đơn giản đơn giản đơn giản đơn giản Christian giản Christian đơn Christian đơn Christian đơn Christian đơn Christian đơn Christian đơn Christian đơn Christian đơn Christian đơn Christian đơn Christian đơn Christian đơn Christian đơn Christian đơn Christian đơn Christian đơn Christian đơn Christian đơn Christian đơn Christian đơn Christian đơn Christian đơn Christian đơn Christian đơn đơn đơn Christian Christian Christian Christian đơn Christian Christian Christian Christian Christian Christian đơn Christian đơn Christian Christian Christian Christian đơn Christian đơn Christian đơn Christian đơn đơn Christian đơn đơn Christian Christian Christian Christian Christian Christian Christian Christian đơn Christian Christian Christian Christian Christian Christian đơn Christian Christian Christian Christian Christian Christian Christian Christian đơn Christian đơn Christian đơn Christian đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn Christian đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn đơn Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian Christian,(tech) động cơ điện xoay chiều,0.06952885844217327,0.007246376811594203,0.0,0.007246376811594203,0.008591065292096222,"{'rouge1': Score(precision=0.003676470588235294, recall=0.25, fmeasure=0.007246376811594203), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.003676470588235294, recall=0.25, fmeasure=0.007246376811594203)}"
ac (alternating current) oscillator,chỉ a a a a a a a a (a đơn sẵn đơn sẵn đơn sẵn đơn sẵn đơn sẵn đơn giản,(tech) bộ dao động điện xoay chiều,1.6466642419110007,0.05405405405405406,0.0,0.05405405405405406,0.04807692307692308,"{'rouge1': Score(precision=0.03571428571428571, recall=0.1111111111111111, fmeasure=0.05405405405405406), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.03571428571428571, recall=0.1111111111111111, fmeasure=0.05405405405405406)}"
ac (alternating current) oscillator source,chỉ a a a a a a a a (a chỉ sẵn) dạng đơn đơn đơn sẵn đơn đơn giản,(tech) nguồn dao động điện xoay chiều,2.0540268312306345,0.17647058823529413,0.0,0.17647058823529413,0.0970873786407767,"{'rouge1': Score(precision=0.125, recall=0.3, fmeasure=0.17647058823529413), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.3, fmeasure=0.17647058823529413)}"
