source,translation,reference,bleu,rouge1_f,rouge2_f,rougeL_f,meteor,rouge_details
 phó từ|- một cách đáng ghê tởm,That's a hell of a deal.,abominably,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
xem abominate,see abominate,abominator,0.0,0.6666666666666666,0.0,0.6666666666666666,0.45454545454545453,"{'rouge1': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666)}"
(tech) người thuê bao; người dùng đầu cuối,(tech) The ringman; the last user.,abonent,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
 tính từ|- (sinh học) xa miệng; đối miệng,let's go from ibuprofen- (biology) away; mouth-to-mouth.,aboral,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
 danh từ|- đặc điểm nguyên sơ|- tính thuần phát,It's called PND-Small-Specific-Specific.,aboriginality,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
xem aboriginal,see abore,aboriginally,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
  danh từ|- thuốc giết thai,It's from the D.N.R.A.,aborticide [əbɔ:tisaid],0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
 danh từ|- chất sẩy thai; abotin,The name is R.O.P.D.; abotin,abortin,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) cơ năng bỏ dở,(tech) The power to get rid of it.,abortion mechanism,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
  danh từ|- người phá thai,"It's from the D.N.R.P., abortion.",abortionist [əbɔ:ʃənist],0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) lối thoát phụ khi bỏ dở,(tech) A second way out when you're gone.,abortive subexit,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
 phó từ|- non yểu,Subservative from non-subsistent,abortively,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
  danh từ|- (y học) chứng mất ý chí,The noun KSI- (Scientology) proves it's a loss of will.,aboulia [əbauliə],0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) về...,(tech) About...,about...,24.446151121745054,0.6666666666666666,0.0,0.6666666666666666,0.8152173913043478,"{'rouge1': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666)}"
 tính từ|- đã nói ở trên,Counted from Veritas- said above,above-named,0.0,0.28571428571428575,0.0,0.28571428571428575,0.0,"{'rouge1': Score(precision=0.2, recall=0.5, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.5, fmeasure=0.28571428571428575)}"
 tính từ|- ở trên mặt đất|- còn sống trên đời|* phó từ|- ở trên mặt đất|- lúc còn sống ở trên đời,It's from the Dyveke-in-the-life-life-from the Dyda-in-the-life.,aboveground,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
 danh từ|- tật thiếu tay,It's called the D.N.R.P.D.,abrachia,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
 tính từ|- thiếu tay,It's from the M.R.I.T.R.R.R.D.,abrachiate,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
 danh từ|- quái thai không tay,It's the name of the Fresno-Presidents who don't have a hand.,abrachius,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
  ngoại động từ|- làm trầy (da); cọ xơ ra|- (kỹ thuật) mài mòn,Exception from ibu-work (da); descalation of hair- (artual),abrade [əbreid],0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
  tính từ|- (động vật học) không mang,I don't know. I don't know. I don't know.,abranchial [əbræɳkiəl],0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
  tính từ|- (động vật học) không mang,I don't know. I don't know. I don't know.,abranchiate [əbræɳkiəl],0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
 ngoại động từ|- cắt mất,Except for the cut-out from the U.S.R.,abrase,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
  tính từ|- làm trầy (da)|- để cọ xơ ra|- để mài mòn|*  danh từ|- chất mài mòn,Compute from iTunes-make-up-for-sort-for-sharp-sharp-sharp-sharp-sharp-sharp-sharp-sharp-sharp-sharp-sharp-sharp-sharp-sharp-sharp-sharp-sharp-sharp.,abrasive [əbreisiv],0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
 ngoại động từ|- giải toả mặc cảm,Exception from the M.I.E.V.V.E.,abreact,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
 danh từ|- (y học) sự giải toả mặc cảm,I.R.A.L.D. (Scientology) emotional release.,abreaction,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
 danh từ|- (động vật) cá ngừ vây dài,Reservation from long-size fish.,abrego,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
xem abridge,Watch abridge,abridger,0.0,0.6666666666666666,0.0,0.6666666666666666,0.45454545454545453,"{'rouge1': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666)}"
 tính từ|- có thể hủy bỏ,Compute from iTunes-can cancel,abrogable,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
 tính từ|- bị hủy bỏ,Compute from iTunes - aborted,abrogative,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) tiếp giáp dốc thẳng đứng,(tech) Man-to-man.,abrupt junction,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) đèn hai cực tiếp giáp dốc thẳng đứng,(tech) Two vertical armor lights.,abrupt junction diode,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
  danh từ|- (y học) áp xe|- (kỹ thuật) chỗ rỗ (ở kim loại),The word RlS- (Scients) carbs - (TK) where the metal is.,abscess [æbsis],0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
 tính từ|- (y học) bị áp-xe|- bị rỗ,The KSI- (Sysic) is run-by.,abscessed,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
  danh từ abscisses|- (toán học) độ hoành,The name is abscision Escondido-,absciss [æbsis],0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(econ) hoành độ|+ giá trị trên trục hoành (trục x) của một điểm trên đồ thị hai chiều.,(econ) The x-axis's x-axis is a two-dimensional point.,abscissa,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
  danh từ|- (y học) sự cắt bỏ,It's called ibuprofen -- deletion.,abscission [æbsiʤn],0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) dịch vụ (truyền đạt lúc) vắng mặt,(tech) Service (might be served) Face-to-face.,absent service,0.0,0.2,0.0,0.2,0.1724137931034483,"{'rouge1': Score(precision=0.125, recall=0.5, fmeasure=0.2), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.5, fmeasure=0.2)}"
(tech) dịch vụ thuê bao vắng mặt,(tech) Dedicated service.,absent subscriber service,8.116697886877475,0.3333333333333333,0.0,0.3333333333333333,0.15151515151515152,"{'rouge1': Score(precision=0.3333333333333333, recall=0.3333333333333333, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.3333333333333333, fmeasure=0.3333333333333333)}"
(tech) truyền đạt vắng mặt,(tech) Face-to-face transmission.,absent transfer,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
  tính từ|- lơ đãng,Counted from the M.O.R.R.R.R.R.R.R.R.E.R.R.R.R.R.R.R.,absent-minded [æbsəntmaindid],0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
 phó từ|- đãng trí,V from the MCP-Scrabble,absent-mindedly,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
 danh từ|- việc bỏ phiếu trước của những cử tri nào không thể có mặt vào ngày bầu cử chính thức,"The word ""Present"" -- the drop-off of the front door of any door that can't be on official day.",absentee ballot,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
 danh từ|- người không thường xuyên có mặt ở đồn điền của mình,A name from Veritas -- people who don't usually show up on their own.,absentee landlord,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
  phó từ|- lơ đãng,Vice-Presents from Anti-Spirit.,absently [æbsəntli],0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
  tính từ|- (thuộc) apxin,Compute from Klipper- (c) apin,absinthian [æbsinθiən],0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
 tính từ|- xá tội; tha tội,Recruits from ibuprofen; pardon.,absolutary,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) địa chỉ tuyệt đối,(tech) Great address.,absolute address,8.116697886877475,0.4,0.0,0.4,0.20833333333333334,"{'rouge1': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4)}"
(tech) biến số địa chỉ tuyệt đối,(tech) What's the perfect address?,absolute address variable,5.522397783539471,0.2222222222222222,0.0,0.2222222222222222,0.13888888888888892,"{'rouge1': Score(precision=0.16666666666666666, recall=0.3333333333333333, fmeasure=0.2222222222222222), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.16666666666666666, recall=0.3333333333333333, fmeasure=0.2222222222222222)}"
(tech) phương pháp định địa chỉ tuyệt đối,(tech) Great address method.,absolute addressing,0.0,0.3333333333333333,0.0,0.3333333333333333,0.2,"{'rouge1': Score(precision=0.25, recall=0.5, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.25, recall=0.5, fmeasure=0.3333333333333333)}"
(econ) lợi thế tuyệt đối.|+ xem comparative advantage.,(econ) Excellent advantage.,absolute advantage,8.116697886877475,0.4,0.0,0.4,0.20833333333333334,"{'rouge1': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4)}"
(tech) máy đo độ cao tuyệt đối,(tech) It's an amazing height meter.,absolute altimeter,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) ampe tuyệt đối,(tech) Great ampe.,absolute ampere,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) tọa độ tuyệt đối,(tech) Excellent coordinates.,absolute coordinate,0.0,0.4,0.0,0.4,0.20833333333333334,"{'rouge1': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4)}"
(tech) dữ kiện tuyệt đối,(tech) Great occasion.,absolute data,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) điện tĩnh kế tuyệt đối,(tech) Excellent static.,absolute electrometer,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) phần tử tuyệt đối,(tech) It's perfect.,absolute element,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) sai số tuyệt đối,(tech) It's the wrong number.,absolute error,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) biểu thức tuyệt đối,(tech) That's a great expression.,absolute expression,5.522397783539471,0.25,0.0,0.25,0.1851851851851852,"{'rouge1': Score(precision=0.16666666666666666, recall=0.5, fmeasure=0.25), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.16666666666666666, recall=0.5, fmeasure=0.25)}"
(tech) tên gọi tuyệt đối của tập tin,(tech) The wonderful name of the file,absolute file specifier,4.767707020457095,0.2,0.0,0.2,0.13888888888888892,"{'rouge1': Score(precision=0.14285714285714285, recall=0.3333333333333333, fmeasure=0.2), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14285714285714285, recall=0.3333333333333333, fmeasure=0.2)}"
(tech) điện kế tuyệt đối,(tech) Excellent electricity.,absolute galvanometer,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) số thế hệ tuyệt đối,(tech) Great generation number.,absolute generation number,13.134549472120794,0.5714285714285715,0.4,0.5714285714285715,0.5514705882352942,"{'rouge1': Score(precision=0.5, recall=0.6666666666666666, fmeasure=0.5714285714285715), 'rouge2': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4), 'rougeL': Score(precision=0.5, recall=0.6666666666666666, fmeasure=0.5714285714285715)}"
(econ) giả thuyết thu nhập tuyệt đối.|+ giả thuyết này cho rằng các chi phí cho tiêu dùng (c) là một hàm số của thu nhập khả dụng của cá nhân (yd): c = c (yd).,This theory says that the cost of consumption is a function of individual income (yd): c = c (yd).,absolute income hypothesis,1.5061893230938672,0.09523809523809525,0.0,0.09523809523809525,0.09615384615384615,"{'rouge1': Score(precision=0.05555555555555555, recall=0.3333333333333333, fmeasure=0.09523809523809525), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.05555555555555555, recall=0.3333333333333333, fmeasure=0.09523809523809525)}"
(tech) mức tuyệt đối,(tech) That's a great level.,absolute level,5.522397783539471,0.25,0.0,0.25,0.1851851851851852,"{'rouge1': Score(precision=0.16666666666666666, recall=0.5, fmeasure=0.25), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.16666666666666666, recall=0.5, fmeasure=0.25)}"
(tech) bộ nạp tuyệt đối,(tech) Great loader.,absolute loader,8.116697886877475,0.4,0.0,0.4,0.20833333333333334,"{'rouge1': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4)}"
(econ) độc quyền tuyệt đối.|+ xem monopoly.,(econ) Excellent rights.,absolute monopoly,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) di chuyển tuyệt đối,(tech) Great move.,absolute move,8.116697886877475,0.4,0.0,0.4,0.20833333333333334,"{'rouge1': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4)}"
(tech) di động tuyệt đối,(tech) Excellent move.,absolute movement,0.0,0.0,0.0,0.0,0.20833333333333334,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) tên tuyệt đối,(tech) Great name.,absolute name,8.116697886877475,0.4,0.0,0.4,0.20833333333333334,"{'rouge1': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4)}"
(tech) ohm tuyệt đối,"(tech) Oh, great.",absolute ohm,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) thứ tự tuyệt đối,(tech) What a great thing.,absolute order,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) đường tuyệt đối,(tech) Great road.,absolute path,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) tên đường tuyệt đối,(tech) Great street name.,absolute path name,6.567274736060395,0.28571428571428575,0.0,0.28571428571428575,0.14705882352941177,"{'rouge1': Score(precision=0.25, recall=0.3333333333333333, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.25, recall=0.3333333333333333, fmeasure=0.28571428571428575)}"
(tech) độ từ thẩm tuyệt đối,(tech) Great magnetic team.,absolute permeability,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) hằng số điện môi tuyệt đối,(tech) It's an amazing lip function.,absolute permittivity,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) vị tướng/pha tuyệt đối,(tech) That's a great general.,absolute phase,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) phép vẽ dùng vị trí tuyệt đối,(tech) Excellent position drawing.,absolute plotting,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
(tech) đơn vị vẽ tuyệt đối,(tech) Great drawing unit.,absolute plotting unit,6.567274736060395,0.28571428571428575,0.0,0.28571428571428575,0.14705882352941177,"{'rouge1': Score(precision=0.25, recall=0.3333333333333333, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.25, recall=0.3333333333333333, fmeasure=0.28571428571428575)}"
