source,translation,reference,bleu,rouge1_f,rouge2_f,rougeL_f,meteor
Anh có biết hắn sẽ làm gì nếu hắn tìm ra chúng ta không?,Do you know what he'd do if he found us?,Do you know what he will do if he finds us?,34.53155548318878,0.8181818181818182,0.6,0.8181818181818182,0.9139118457300276
Chỉ vì cô ấy xinh đẹp và thích mấy cái ba lăng nhăng của anh nữa Nó không có nghĩa cô ấy là người anh tìm kiếm,It doesn't mean she's the one you're looking for.,"Just 'cause some cute girl likes the same bizarro crap you do, that doesn't make her your soul mate, Tom.",1.5050289697950694,0.24242424242424246,0.06451612903225806,0.12121212121212123,0.16244541484716157
"Được rồi, bây giờ anh đi được rồi.","All right, you can go now.","All right, you can go now.",100.00000000000004,1.0,1.0,1.0,0.9990234375
Hay là con cái.,Or children.,Or kids.,34.66806371753173,0.5,0.0,0.5,0.9814814814814815
Ánh sáng & nền:,& Background light:,& Ambient light:,35.35533905932737,0.5,0.0,0.5,0.6388888888888888
"Thanh tra, xin hãy cho tôi một ly cà phê.","Detective, can I have a cup of coffee, please?","Detective, please, get me a coffee.",10.600313379512592,0.5333333333333333,0.0,0.4,0.5156901470265527
Stevie!,Stevie!,Stevie!,100.00000000000004,1.0,0.0,1.0,0.9375
Phóng to lên.,Zoom in.,That's it!,0.0,0.0,0.0,0.0,0.0
Anh nhớ chưa?,Do you remember?,Can you remember that?,27.534765745159184,0.5714285714285715,0.4,0.5714285714285715,0.5215419501133786
Bây giờ ngươi...?,Now you...?,Now you're...?,53.7284965911771,0.8,0.6666666666666666,0.8,0.7653061224489797
Cô làm mọi người tưởng mình bị bắt cóc.,You make people think you've been kidnapped.,You're making everybody think I've kidnapped you.,7.267884212102741,0.7058823529411765,0.0,0.5882352941176471,0.3535353535353535
-Không cần lo lắng về việc đó.,- Don't worry about it.,What's going on?,0.0,0.0,0.0,0.0,0.0
"Cô ấy có dễ thương không, nhân chứng ấy?","Isn't she cute, the witness?","Is she pretty, this piece of evidence?",6.495032985064742,0.15384615384615383,0.0,0.15384615384615383,0.22471910112359547
Con trai của Cha giỏi hơn ông già nó.,Your son is better than his old man.,My son did better than his old man.,61.04735835807847,0.75,0.5714285714285714,0.75,0.7687074829931974
"Cầm lấy tiền và im miệng đi, chuyện lúc nãy xem như chưa nghe thấy.",Take the money and shut the fuck up. It's like we didn't hear it before.,"Take the money, keep your fucking mouth shut about what you just heard.",9.672649511413097,0.33333333333333337,0.14285714285714288,0.26666666666666666,0.19480519480519481
Kramer đâu?,Where's Kramer?,Where's Kramer?,100.00000000000004,1.0,1.0,1.0,0.9921875
"Cô ấy đã hứa, vậy là chúng tôi phải làm thôi.","She promised, so we have to.","Well, she promised, so now we have to.",34.36446393954862,0.8571428571428571,0.6666666666666666,0.8571428571428571,0.741822429906542
- Suỵt.,- Shh.,- Okay.,34.66806371753173,0.0,0.0,0.0,0.3333333333333333
(Tiếng Ý) Còn cô thì sao?,What about you?,What about you?,100.00000000000004,1.0,1.0,1.0,0.9921875
Bill!,Bill!,Bill!,100.00000000000004,1.0,0.0,1.0,0.9375
Ai đây?,Who's this?,Who is it?,19.716118825581447,0.3333333333333333,0.0,0.3333333333333333,0.25
Tới rồi đấy.,Here we go.,This is it.,15.97357760615681,0.0,0.0,0.0,0.125
Điều đó nghĩa là chúng ta cần mấy cái máy tính bảng.,That means we need the tablet.,That means we need the tablet back.,72.89545183625967,0.923076923076923,0.9090909090909091,0.923076923076923,0.8757427021441488
Được thôi.,All right.,All right.,100.00000000000004,1.0,1.0,1.0,0.9814814814814815
Tangles!,Tangles!,Tangles!,100.00000000000004,1.0,0.0,1.0,0.9375
Ngốc!,Idiot!,Stupid!,49.99999999999999,0.0,0.0,0.0,0.25
"Nếu bọn Miền Bắc thấy hắn ở đây, chúng sẽ...","If the Yankees see him here, they'll...",Captured!,0.0,0.0,0.0,0.0,0.0
Tôi còn không phải giáo sư vật lý.,I'm not even a professor of physics.,I'm not even a physics professor.,39.76353643835254,0.9333333333333333,0.6153846153846153,0.7999999999999999,0.9259259259259259
- Biến khỏi chỗ này đi!,- Get out of here!,- Get the hell outta here.,15.207218222740094,0.4444444444444445,0.0,0.4444444444444445,0.3703703703703703
"Ông ơi, mua không?","Grandpa, you want one?","Mister, you wanna buy?",17.965205598154213,0.25,0.0,0.25,0.3703703703703703
- Là bố Georges.,- It's Papa Georges.,- It's Papa Georges.,100.00000000000004,1.0,1.0,1.0,0.9976851851851852
làm tình!,Make love!,Have sex!,27.516060407455225,0.0,0.0,0.0,0.3333333333333333
Đi khám bệnh còn phải móc tiền túi ra. Cám ơn số tiền của ông tặng.,Thank you for the money you gave me.,"We can't even afford medical fees, so your donation is a big help to us.",1.9600629536473144,0.0,0.0,0.0,0.058479532163742694
Chúng ta sẽ tổ chức 1 trận chiến.,We're gonna start a war.,We're gonna organize a fight.,19.304869754804482,0.6666666666666666,0.4000000000000001,0.6666666666666666,0.703125
Nó đã xảy ra.,It happened.,- It happened.,71.65313105737896,1.0,1.0,1.0,0.754985754985755
Anh có thể nói chuyện với em 1 chút được không?,Can I talk to you for a second?,"Hi, I gotta talk to you for a second.",48.88290318657944,0.823529411764706,0.6666666666666666,0.823529411764706,0.5913134484563056
Goines bị một cơn đau tim nặng tại nhà của ông ở Virginia.,Goines suffered a severe heart attack at his home in Virginia.,Goines suffered a massive heart attack at his home in Virginia.,73.48889200874659,0.9090909090909091,0.8000000000000002,0.9090909090909091,0.9139118457300276
- 6:05 rồi.,- It's 6:05.,- It's 5 after 6.,19.304869754804482,0.6666666666666665,0.28571428571428575,0.6666666666666665,0.551470588235294
Còn không...,Otherwise...,If not...,46.30777161991026,0.0,0.0,0.0,0.17241379310344826
Tớ phải đi gặp bác sĩ cùng Allison.,I have to go see a doctor with Allison.,I got to go meet gynecologists with Allison.,20.556680845025987,0.5882352941176471,0.26666666666666666,0.5882352941176471,0.738954922628392
"Giờ hắn đã chết, chúng ta an toàn rồi.","Now that he's dead, we're safe.","Now that he's dead, we are safe.",52.4735797760732,0.875,0.7142857142857143,0.875,0.8950617283950617
Đã có ai cố trèo lên đầu tường chưa?,Has anyone tried to climb the wall?,Has anyone tried climbing to the top?,24.446151121745054,0.8571428571428571,0.3333333333333333,0.7142857142857143,0.7155612244897959
2006 IUCN Red List of Threatened Species.,2006 bergamber Red List of Threatened Sedgwick.,2006 IUCN Red List of Threatened Species.,38.260294162784476,0.7142857142857143,0.5,0.7142857142857143,0.703125
"Nói xem, Bunker, con người ta căm ghét cùng cực điều gì đến nỗi anh ta phải xăm lên khắp cơ thể?","Tell me, did people hate so much that he had to tattoo all over his body?","So tell me, Bunker, what fills a man with so much hate that he has to permanently paint it all over his body?",18.827611311576245,0.6153846153846153,0.3243243243243243,0.5641025641025642,0.5208333333333333
Xin phép giới thiệu Bá tước Adhemar... vừa thắng trận đấu ở Pháp và vô địch ở Saint-Emilion...,May I present Count Adhemar... who has just won the games in France and champions in Saint-Emiilion...,May I present Count Adhemar winner of the joust in France and champion at Saint-Emilion.,21.800193956058234,0.6470588235294118,0.43749999999999994,0.6470588235294118,0.5938650306748466
"Khi tôi là Ra's, tôi có thể giải phóng anh khỏi lời thề.","When I'm Ra's, I can free you from my vow.","When I'm Ra's, I can release you from your oath.",48.326978309062206,0.75,0.6363636363636364,0.75,0.7777449822904368
Cái tông môn.,That's what I'm talking about. That's what I'm talking about. That's what I'm talking about.,God damn it.,2.1476912089159055,0.0,0.0,0.0,0.08333333333333334
Chào?,Hello?,Yes?,49.99999999999999,0.0,0.0,0.0,0.25
"Đừng lo, tớ có thể xửa chữa được.","Don't worry, I can fix it.","Don't worry, I can fix it.",100.00000000000004,1.0,1.0,1.0,0.9993141289437586
- Nhưng mày là nô lệ mà!,- But you're a slave!,- But you're a slave.,75.98356856515926,1.0,1.0,1.0,0.8551587301587302
Tạ thừa tướng!,"Thank you, Your Highness.","Thank you, Your Highness!",75.98356856515926,1.0,1.0,1.0,0.8300000000000002
Lên đường thôi.,Let's go.,Off we go.,39.43223765116288,0.3333333333333333,0.0,0.3333333333333333,0.46875
Anh lợi dụng tôi.,You used me.,You used me.,100.00000000000004,1.0,1.0,1.0,0.9921875
Cảm ơn cô.,Thank you.,Thank you.,100.00000000000004,1.0,1.0,1.0,0.9814814814814815
William!,William!,William!,100.00000000000004,1.0,0.0,1.0,0.9375
Tôi nghĩ con bé chỉ muốn cho chúng ta thời gian để gắn kết.,I think she just wants to give us time to connect.,I think she's just wanting us to have some bonding time.,9.263986277915475,0.6956521739130435,0.28571428571428564,0.6086956521739131,0.642248062015504
Qasim từ bỏ toàn bộ chiến dịch của hắn.,Qasim gave up his entire operation.,Qasim gave up his entire operation.,100.00000000000004,1.0,1.0,1.0,0.9985422740524781
Vừa hỏi 1 giờ trước.,Asked about it an hour ago.,Ask me in an hour.,14.535768424205482,0.5454545454545454,0.22222222222222224,0.5454545454545454,0.5174180327868853
Xem vì sao cô ta bị đuổi khỏi viện công nghệ California kìa.,Look how she got kicked out of the California Institute of Technology.,"Oh, check out why she got kicked out of Caltech.",30.266437266858635,0.45454545454545453,0.39999999999999997,0.45454545454545453,0.46487603305785125
Anh có thể xuyên qua dòng xe cộ như một viên đạn xẹt trong chiếc xe này.,You can go through traffic like a bullet in this car.,You can smoke through traffic like shot through a gun in this thing.,16.7005818572343,0.6666666666666667,0.3636363636363636,0.6666666666666667,0.6003623188405797
Làm sao tôi biết?,How should I know?,How should I know?,100.00000000000004,1.0,1.0,1.0,0.996
Hollywood.,Hollywood.,Hollywood.,100.00000000000004,1.0,0.0,1.0,0.9375
Tin không?,You believe that?,Do you?,15.97357760615681,0.4,0.0,0.4,0.32258064516129037
Các anh cũng được huấn luyện như vậy phải không?,"You've been trained the same way, haven't you?",Do Chinese soldiers feel the same way?,16.784459625186194,0.3529411764705882,0.26666666666666666,0.3529411764705882,0.44642857142857145
- Không sao đâu.,- It's okay.,- It's okay.,100.00000000000004,1.0,1.0,1.0,0.996
Đừng nói với Michael nhé.,Don't tell Michael.,Don't say a word to Michael.,16.70067963244422,0.5454545454545454,0.2222222222222222,0.5454545454545454,0.6285714285714286
Aah!,Aah!,Aah!,100.00000000000004,1.0,0.0,1.0,0.9375
Mọi người quay lại!,Everybody back!,"Everybody, get back!",32.34325178227722,0.8,0.0,0.8,0.5324074074074074
Có ai đó ở bên ngoài.,There's someone outside.,There's someone out there.,27.534765745159184,0.6666666666666665,0.5714285714285715,0.6666666666666665,0.534957627118644
Con trai hết,Son of a bitch.,All boys.,10.682175159905853,0.0,0.0,0.0,0.3125
Đừng cử động tao sẽ lấy đầu mày.,Don't move. I'll take your head.,"I'm warning you, boy, don't make a move, I'll blow your head off!",4.264163893764324,0.5833333333333334,0.36363636363636365,0.5833333333333334,0.3696546052631579
Nước của ta.,My water.,My country.,34.66806371753173,0.5,0.0,0.5,0.3333333333333333
Tôi đã bảo là không biết.,I said I don't know.,"I told you, I don't know.",38.49815007763549,0.7692307692307692,0.5454545454545454,0.7692307692307692,0.6691919191919192
Đó là một sứ mệnh quan trọng.,It's an important mission.,It's an important mission,66.87403049764218,1.0,1.0,1.0,0.9764705882352942
Không có gì em phải lo lắng cả.,There's nothing you need to worry about.,Nothing you need to worry about.,68.037493331712,0.8571428571428571,0.8333333333333333,0.8571428571428571,0.9708049886621315
Nhưng tôi luôn biết điều đó.,But I always knew that.,But I had always known that.,20.547995616750768,0.7272727272727272,0.22222222222222224,0.7272727272727272,0.6463768115942029
Duke.,Duke.,Duke.,100.00000000000004,1.0,0.0,1.0,0.9375
Không được chia sẻ,Don't share,Not shared,0.0,0.4,0.0,0.4,0.2380952380952381
- Nhưng họ có thể bị kích động.,- But they could get excited.,- But they can be stirred up.,22.772101321113862,0.3636363636363636,0.22222222222222224,0.3636363636363636,0.4746835443037974
Cây gụ. Ôi!,"Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",Mahogany.,0.7947529289544674,0.0,0.0,0.0,0.07812500000000001
Ai cũng biết vậy.,Everyone knows that.,Everybody knows that.,59.460355750136046,0.6666666666666666,0.5,0.6666666666666666,0.7361111111111112
Vậy là nó đã tự tử thật.,So he actually committed suicide.,I guess she did kill herself.,6.870636427700047,0.0,0.0,0.0,0.07246376811594203
Này.,Hey.,Hey.,100.00000000000004,1.0,0.0,1.0,0.9375
Các người đã không còn xoay sở được rồi!,You've lost control!,You have no other option,0.0,0.22222222222222224,0.0,0.22222222222222224,0.10000000000000002
Chekov ?,Chekov?,Chekov?,100.00000000000004,1.0,0.0,1.0,0.9375
Tớ đang định lên đó.,I was going up there.,I'm going up there.,50.81327481546147,0.8000000000000002,0.5,0.8000000000000002,0.8066666666666668
Cô có định nói chuyện với cô bé đó không?,Are you going to talk to that girl?,Are you gonna go talk with that child?,11.99014838091355,0.625,0.14285714285714285,0.625,0.43069584736251404
Có vẻ như ta đã đem lại hy vọng mới cho anh ấy.,Looks like we've given him a new hope.,Looks like we shot the guys with the torches.,9.442944296079734,0.3333333333333333,0.25,0.3333333333333333,0.37500000000000006
Cậu ấy mắc bẫy rồi.,He's trapped.,"She got you, girl. She got you good.",1.9119108411650758,0.0,0.0,0.0,0.04854368932038835
Đó là vấn đề ít đáng bàn nhất.,That's the least of it.,That is the least οf it.,19.43309443637607,0.6666666666666666,0.20000000000000004,0.6666666666666666,0.6371428571428571
Không sao.,It's okay.,It's okay. It's okay.,36.78794411714425,0.6666666666666666,0.5714285714285715,0.6666666666666666,0.522203947368421
Giờ thì là của tôi rồi.,It's mine now.,"Well, now that I own her,",5.876350803261633,0.2,0.0,0.2,0.06493506493506494
Nếu anh dám làm vậy. Anh sẽ thấy tôi nổi giận.,"If you do that, you'll see that I'm angry.","I get stuck, I'm gonna be very fucking angry.",8.913765521398126,0.28571428571428564,0.10526315789473685,0.28571428571428564,0.3430769230769231
"Có 3 triệu người trên đảo này, và tôi sẽ không để HYDRA gây bất cứ thiệt hại gì.","There are 3 million people on this island, and I won't let HYDRA do any damage.","There are 3 million people on this island, and I won't let HYDRA turn them into collateral damage.",71.27994860722308,0.8333333333333333,0.7647058823529411,0.8333333333333333,0.8166422677668352
Anh có gì?,What do you got?,What you got?,42.7287006396234,0.8571428571428571,0.4,0.8571428571428571,0.9146341463414633
Tôi nghĩ là tôi vừa bị phá điện thoại.,I think I just lost my phone.,I think I just got a prank call.,32.260135189272866,0.5333333333333333,0.4615384615384615,0.5333333333333333,0.66167290886392
Vậy sao?,Is that so?,Is it?,18.99589214128981,0.4,0.0,0.4,0.32258064516129037
Anh ta không nên cười mới phải.,He shouldn't be laughing.,He shouldn't.,23.643540225079395,0.7499999999999999,0.6666666666666666,0.7499999999999999,0.8928571428571429
"Thằng chó, mày làm cho ai? !","Son of a bitch, who do you work for?",Who do you work for?,35.08439695638686,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.920940170940171
Emily!,Emily!,Emily!,100.00000000000004,1.0,0.0,1.0,0.9375
Dave?,Dave?,Dave?,100.00000000000004,1.0,0.0,1.0,0.9375
6h rồi.,It's 6:00.,It's 6 o'clock.,23.643540225079395,0.6666666666666665,0.5714285714285715,0.6666666666666665,0.5215419501133786
- Okay.,- Okay.,- Okay.,100.00000000000004,1.0,0.0,1.0,0.9814814814814815
Ông chủ vừa mới đi phục vụ một khách hàng khác rồi.,The boss just went to serve another client.,He just left for another client.,19.070828081828378,0.42857142857142855,0.16666666666666666,0.42857142857142855,0.5208333333333334
"Cho nên, William, hãy tỏ lòng mến khách... và lịch lãm chỉ anh mới có.","So, William, show some hospitality... and politeness only you have.","So, William, please behave yourself... and be as charming as only you can be.",26.83804644556116,0.41666666666666663,0.18181818181818185,0.41666666666666663,0.48891694725028073
Thiết bị định hướng đã bị phá hủy hoàn toàn.,The navigational device has been completely destroyed.,Okay. The navigational hub has been completely destroyed.,46.30777161991026,0.7999999999999999,0.6153846153846153,0.7999999999999999,0.7059558517284465
Có thể không liên quan nhưng cô ta là con chiên đạo Hồi và cô ta sống tại thành phố này.,"It may not be relevant, but she's a Muslim and she lives in this city.","It doesn't say what, but she's a devout Muslim, she lives this side of town.",18.240162908464765,0.5454545454545455,0.2580645161290323,0.5454545454545455,0.4839719509140997
Em sẽ tìm ra câu trả lời.,I'll find the answer.,I'll find the answer.,100.00000000000004,1.0,1.0,1.0,0.9976851851851852
"Cảm ơn, cảm ơn.","Thank you, thank you.",Thank you. Thank you.,22.957488466614326,1.0,1.0,1.0,0.8066666666666668
-Look in your heart. -What heart?,-Look in your heart.,- Look in your heart.,54.75182535069452,1.0,1.0,1.0,0.6726694915254237
"Không thể gỡ bỏ gói ""% 1"". Có thể bạn không có quyền xóa thư mục ""% 1"".","Could not remove the package ""%1"". You may not have permissions to delete the folder ""%1"".","Could not uninstall the script package ""%1"". You may not have sufficient permissions to delete the folder ""%1"".",72.41789447090419,0.8823529411764706,0.6875,0.8823529411764706,0.8891282366905525
Cá không?,Want to bet?,Do you want to bet?,36.06452879987789,0.7499999999999999,0.6666666666666666,0.7499999999999999,0.6842672413793103
Chưa kể đến cô con gái loạn thần sẵn sàng trở lại Starling để giết hắn,Not to mention the crazy girl who's ready to go back to Starling City to kill him.,"And not to mention his completely psychotic daughter, who's already on her way back to Starling City to kill him.",34.86646595778861,0.6153846153846153,0.48648648648648646,0.6153846153846153,0.5950875925591477
- Sao cậu biết ?,- How do you know?,- How did you know that?,20.547995616750768,0.6666666666666665,0.28571428571428575,0.6666666666666665,0.6463768115942029
Đánh bại Gao khi cháu có yếu tố bất ngờ.,Beat Gao when you have the element of surprise.,Strike Gao down while you have the element of surprise.,59.77653345720247,0.7368421052631577,0.5882352941176471,0.7368421052631577,0.7282110091743119
"Nó không ngột ngạt như trước, ngoại trừ việc tôi phải xử lý cái việc nhảm nhí khiến tôi muốn treo cổ cho xong này.","It's not as stuffy as it used to be, except I have to deal with this bullshit that I want to finish hanging.","It's not as suffocating as it once was, except when I have to deal with the sort of nonsense that makes me want to hang myself.",22.012650595816158,0.627450980392157,0.36734693877551017,0.627450980392157,0.587979094076655
"Nhưng, mày 21 rồi Mày được phép uống rượu, nên bọn tao nghĩ thứ tốt nhất cho mà là xe.","But, you're 21 and you're allowed to drink, so we think the best thing for you is a car.","You're legally allowed to drink, so we figured the best thing for ya was a car.",37.946257796638555,0.6842105263157895,0.5,0.6842105263157895,0.754985754985755
Và khi chàng traicó được mọi món quá muông loài ban tặng. ...chàng bỏ đi.,And when the boy gets all the presents he leaves.,"And when the Man had all the gifts that they could give, he left.",12.111821080874723,0.5,0.27272727272727276,0.5,0.453125
Em không thấy đường.,I can't see.,I can't see shit!,46.30777161991026,0.888888888888889,0.8571428571428571,0.888888888888889,0.6726694915254237
"này, này...","Hey, hey...",Hey hey hey.,17.965205598154213,0.8,0.6666666666666666,0.8,0.25
Con muốn bị đóng đinh và lại tái sinh!,I want to be crucified and born again!,I want to be crucified and rise again!,66.06328636027612,0.875,0.7142857142857143,0.875,0.8819444444444444
Cậu vừa tự giết mình rồi.,You just killed yourself.,You just killed yourself.,100.00000000000004,1.0,1.0,1.0,0.996
Chúng ta phải đi!,We have to go!,We have to go!,100.00000000000004,1.0,1.0,1.0,0.996
Chỉ có cách đó mới thắng!,That's the only way to win!,It's the only way to win.,61.47881529512643,0.8571428571428571,0.8333333333333334,0.8571428571428571,0.748263888888889
- Em làm việc muộn.,- I'm working late.,- I was working late.,34.98330125272251,0.75,0.3333333333333333,0.75,0.8066666666666668
Và tôi ở đâu khi những chuyện đó xảy ra?,And where was I when all this happened?,And where am I for all of it?,11.99014838091355,0.5,0.14285714285714285,0.5,0.41333333333333333
Còn ta mong muốn một thứ.,And I want something.,There is something I desire.,11.51015341649912,0.4444444444444445,0.0,0.22222222222222224,0.25423728813559315
Chưa bao giờ.,Never.,Never.,100.00000000000004,1.0,0.0,1.0,0.9375
"Oh, đúng thế.","Oh, that's right.","Oh, yeah.",23.643540225079395,0.3333333333333333,0.0,0.3333333333333333,0.6084656084656085
Ba tháng.,Three months.,Three months?,55.03212081491043,1.0,1.0,1.0,0.625
"Vấn đề là ở đó, phải không?","That's the problem, isn't it?","That's the very problem, isn't it?",61.29752413741059,0.9333333333333333,0.7692307692307692,0.9333333333333333,0.9041027559546079
Tất nhiên rồi.,Of course.,Of course.,100.00000000000004,1.0,1.0,1.0,0.9814814814814815
Tôi xin lỗi.,I'm sorry.,My apologies.,27.516060407455225,0.0,0.0,0.0,0.16129032258064518
- Đó là cái gì vậy?,- What is that?,-What's that?,21.3643503198117,0.6666666666666666,0.0,0.6666666666666666,0.45731707317073167
{\3cHFF1000}Để xem ...,Let's see...,We'll see about that...,28.64190457979541,0.25,0.0,0.25,0.17241379310344826
Tớ sẽ làm được.,I'll do it.,I can do this.,14.794015674776452,0.5,0.0,0.5,0.3
Bắn đi.,Do it.,Let's shoot.,27.516060407455225,0.0,0.0,0.0,0.12820512820512822
Cái này--thược dược đen.,This-- black medicine.,This-- black dahlia.,35.35533905932737,0.6666666666666666,0.5,0.6666666666666666,0.7500000000000001
Hoan hô.,Bravo.,Bravo.,100.00000000000004,1.0,0.0,1.0,0.9375
Walder Frey đã phạm tội báng bổ thần linh.,Walder Frey has sinned against the gods.,Walder Frey committed sacrilege that day.,12.223075560872525,0.30769230769230765,0.1818181818181818,0.30769230769230765,0.3599374021909233
"Chắc chắn Kẻ Hầm Thịt đang ở đây, nhưng không lâu đâu.","The Stewmaker is here for sure, but not for long.","The Stewmaker is obviously here now, but he won't be for long.",20.99986992244274,0.608695652173913,0.28571428571428575,0.608695652173913,0.5853699504493155
"Màu mặc định cho hàm số 5. Xin chú ý là cài đặt cho màu này chỉ áp dụng cho các hàm rỗng, nghĩa là nếu bạn đã định nghĩa một hàm ở số 1 và nếu bạn thay đổi màu cho số này tại đây, cài đặt sẽ có hiệu lực cho lần tới, khi bạn định nghĩa một hàm mới tại số 1.","The default color for function number 5. Please note that this colour setting only affects empty functions, so if you have defined a function at number 1 and you change color for that number here, the setting will be shown next time you define a new function at number 1.","The default color for function number 5. Please note that this color setting only affects empty functions, so if you have defined a function at number 1 and you change color for that number here, the setting will be shown next time you define a new function at number 1.",95.1643331352254,0.98,0.9591836734693877,0.98,0.9995801903584839
Thế còn món Whopper? Tôi đâu biết.,I don't know.,What do they call a Whopper?,0.0,0.0,0.0,0.0,0.07352941176470587
- Đưa tôi chìa khóa.,- Give me the keys.,- Give me your keys.,37.99178428257963,0.75,0.3333333333333333,0.75,0.8066666666666668
Rất vui được gặp anh!,Nice to meet you!,It's good to see you.,10.40059768900531,0.4,0.0,0.4,0.43300653594771243
So với cái gì?,Compared to what?,Compared to what?,100.00000000000004,1.0,1.0,1.0,0.9921875
Nếu không làm vậy thì máu đã chảy nhiều hơn.,"If I hadn't done that, it would've been bleeding more.",Be much more blood if he didn't.,4.02724819242185,0.3,0.0,0.2,0.26315789473684215
Thú vị rồi đây.,That's interesting.,Now that's interesting.,39.43223765116288,0.8571428571428571,0.8,0.8571428571428571,0.8099489795918368
Anh ta có động cơ muốn Zambrano chết.,He had a motive for wanting Zambrano dead.,He'd have motive to want Zambrano dead.,19.070828081828378,0.625,0.2857142857142857,0.625,0.7052154195011338
Cái gì thế này?,What is this?,What the fuck...?,8.9730240870212,0.3333333333333333,0.0,0.3333333333333333,0.20408163265306123
Vứt điện thoại đi!,Drop the phone!,And dump the phone!,46.30777161991026,0.5714285714285715,0.4,0.5714285714285715,0.600907029478458
Hãy tha thứ cho anh.,Forgive me.,Forgive me.,100.00000000000004,1.0,1.0,1.0,0.9814814814814815
Chắc chắn không phải là sự trùng hợp khi anh gọi... vào đúng ngay lúc chúng tôi đang tìm kiếm... Kỵ Sĩ Dịch Bệnh.,It's certainly not a coincidence you called just as we were looking for the Horseman of Pestilence.,It's no coincidence you called just as we realized we were looking for the Horseman of Pestilence.,71.60350546947919,0.8333333333333334,0.7647058823529412,0.8333333333333334,0.839329769736842
Thật sự đã làm được.,Really did it.,They actually did it.,46.30777161991026,0.5714285714285715,0.4,0.5714285714285715,0.600907029478458
Ở trong rừng Tôi đã bảo chú rồi mà...,I told you in the woods...,In the forest. I told you already...,24.839003933972574,0.7692307692307692,0.5454545454545454,0.4615384615384615,0.7641465677179964
Sao cứ phải làm tôi bối rối vậy?,Why do I have to be so confused?,Why you gotta keep messing with my head like that?,4.540013809283726,0.11111111111111112,0.0,0.11111111111111112,0.08547008547008547
Amen!,Amen!,Amen.,49.99999999999999,1.0,0.0,1.0,0.25
Nó ở đâu?,Where is it?,Where is it?,100.00000000000004,1.0,1.0,1.0,0.9921875
- Về nhà thôi,- Let's go home.,- So let's just head back.,8.515289178380433,0.4,0.25,0.4,0.40464743589743596
Có thấy chứ? Gì?,Did you see that?,They can track us?,10.682175159905853,0.0,0.0,0.0,0.10000000000000002
Gặp lỗi lạ,Unknown error,Unknown error,100.00000000000004,1.0,1.0,1.0,0.9375
Bão sắp đến rồi.,Storm's coming.,A storm's coming.,39.43223765116288,0.8571428571428571,0.8,0.8571428571428571,0.8099489795918368
-Ổn rồi con.,- It's okay.,"- Mama, is everything okay?",8.9730240870212,0.28571428571428575,0.0,0.28571428571428575,0.14705882352941174
Chỉ là một giấc mơ điên rồ thôi mà.,It's just a crazy dream.,I just had a crazy dream.,45.48019047027906,0.6666666666666666,0.4000000000000001,0.6666666666666666,0.6914285714285714
- Cháu làm gì thế?,- What are you doing?,"- Hey, what are you doing?",38.49815007763549,0.888888888888889,0.8571428571428571,0.888888888888889,0.754985754985755
Thôi mà.,Come on.,Hey come on..,28.254432923044853,0.8,0.6666666666666666,0.8,0.48076923076923084
Bảo họ đặt quang phổ kế lên mái nhà và chỉnh cho chúng dò theo tia gamma.,Tell them to put the spectrum on the roof of the house and get them to trace gamma.,Tell them to put the spectrometers on the roof and calibrate them for gamma rays.,28.05155032016295,0.6666666666666666,0.3870967741935484,0.6666666666666666,0.45266700749829586
- Có lẽ là ở đây.,- Maybe here.,- Maybe here.,100.00000000000004,1.0,1.0,1.0,0.9921875
Chờ một chút.,Wait a minute.,Hold on a sec.,14.794015674776452,0.28571428571428575,0.0,0.28571428571428575,0.3061224489795918
Chỗ nào tôi đang đứng.,Where I'm standing.,Wherever I'm standin'.,18.99589214128981,0.5,0.3333333333333333,0.5,0.43314500941619577
Người nào làm giọng nói của xe tải lợn con đó.,Who made the voice of that pig truck.,"[Chuckling] Oh, man! Whoever does the voice of that piggy truck,",14.49940797526609,0.5263157894736842,0.3529411764705882,0.5263157894736842,0.31633986928104574
Tôi tưởng mình có 1 ngày dở tệ chứ.,I thought I had a bad day.,I thought I was having a bad day.,44.12484512922978,0.7999999999999999,0.6153846153846153,0.7999999999999999,0.8918539325842695
Oh.,Oh.,Oh.,100.00000000000004,1.0,0.0,1.0,0.9375
Con đã hỏi tại sao mẹ lại không nổi điên với ông ta.,I asked why you weren't mad at him.,You asked me why I wasn't mad at him.,30.719343730842187,0.8421052631578948,0.35294117647058826,0.631578947368421,0.7548986295163665
Hãy tỏ ra tự nhiên.,Act natural.,Act natural.,100.00000000000004,1.0,1.0,1.0,0.9814814814814815
"Thôi nào, nhanh lên.","Come on, hurry up.","Come on, let's go.",32.46679154750989,0.4444444444444445,0.28571428571428575,0.4444444444444445,0.5434782608695652
Huh.,Huh.,CHANDLER:,0.0,0.0,0.0,0.0,0.0
- Ai?,- Who?,- Who?,100.00000000000004,1.0,0.0,1.0,0.9814814814814815
- Hay quá.,- That's great.,- Splendid.,18.99589214128981,0.0,0.0,0.0,0.3125
Và ngày trước đó nữa.,And the day before that.,And the day before that.,100.00000000000004,1.0,1.0,1.0,0.9976851851851852
