source,translation,reference,bleu,rouge1_f,rouge2_f,rougeL_f,meteor,rouge_details
Can I stop over in Chicago?,Tôi có thể ghé qua Chicago không ?,tôi có thể dừng lại ở chicago không?,13.784336590962209,0.7000000000000001,0.5555555555555556,0.7000000000000001,0.66167290886392,"{'rouge1': Score(precision=0.7777777777777778, recall=0.6363636363636364, fmeasure=0.7000000000000001), 'rouge2': Score(precision=0.625, recall=0.5, fmeasure=0.5555555555555556), 'rougeL': Score(precision=0.7777777777777778, recall=0.6363636363636364, fmeasure=0.7000000000000001)}"
"Wow, this is loud!","Wow , ồn quá !","wow, cái này to quá",10.400597689005304,0.6,0.0,0.6,0.43314500941619577,"{'rouge1': Score(precision=1.0, recall=0.42857142857142855, fmeasure=0.6), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=1.0, recall=0.42857142857142855, fmeasure=0.6)}"
The marathon runners were out of breath,Những vận động viên chạy ma-ra-tông hết hơi,các vận động viên marathon đã hết hơi,25.848657697858535,0.6206896551724139,0.5185185185185185,0.6206896551724139,0.605,"{'rouge1': Score(precision=0.5294117647058824, recall=0.75, fmeasure=0.6206896551724139), 'rouge2': Score(precision=0.4375, recall=0.6363636363636364, fmeasure=0.5185185185185185), 'rougeL': Score(precision=0.5294117647058824, recall=0.75, fmeasure=0.6206896551724139)}"
Yuriko arranges flowers in her spare time.,Yuriko chuẩn bị hoa trong thời gian rảnh rỗi .,yuriko cắm hoa trong thời gian rảnh rỗi.,63.894310424627285,0.8,0.6956521739130435,0.8,0.8722527472527472,"{'rouge1': Score(precision=0.7692307692307693, recall=0.8333333333333334, fmeasure=0.8), 'rouge2': Score(precision=0.6666666666666666, recall=0.7272727272727273, fmeasure=0.6956521739130435), 'rougeL': Score(precision=0.7692307692307693, recall=0.8333333333333334, fmeasure=0.8)}"
They're old friends,Họ là bạn cũ .,họ là bạn cũ,39.76353643835252,1.0,1.0,1.0,0.9679878048780488,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
We used to be good at this,Chúng tôi đã từng rất giỏi về lĩnh vực này .,chúng tôi đã từng rất giỏi trong việc này,36.72056269893591,0.8125,0.7333333333333334,0.8125,0.7519964507542148,"{'rouge1': Score(precision=0.7647058823529411, recall=0.8666666666666667, fmeasure=0.8125), 'rouge2': Score(precision=0.6875, recall=0.7857142857142857, fmeasure=0.7333333333333334), 'rougeL': Score(precision=0.7647058823529411, recall=0.8666666666666667, fmeasure=0.8125)}"
Aoi is a very good dancer,Aoi là một vũ công rất giỏi .,aoi là một vũ công rất giỏi,68.037493331712,1.0,1.0,1.0,0.9844782983615982,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
How many of us were there?,Bao nhiêu người trong chúng ta đã ở đó ?,có bao nhiêu người trong chúng ta ở đó,45.180100180492246,0.9473684210526316,0.9411764705882353,0.9473684210526316,0.8722527472527472,"{'rouge1': Score(precision=1.0, recall=0.9, fmeasure=0.9473684210526316), 'rouge2': Score(precision=1.0, recall=0.8888888888888888, fmeasure=0.9411764705882353), 'rougeL': Score(precision=1.0, recall=0.9, fmeasure=0.9473684210526316)}"
Why are you wearing those?,Tại sao bạn lại mặc chúng ?,tại sao bạn mặc những thứ đó,14.535768424205482,0.761904761904762,0.5263157894736842,0.761904761904762,0.5357142857142857,"{'rouge1': Score(precision=0.7272727272727273, recall=0.8, fmeasure=0.761904761904762), 'rouge2': Score(precision=0.5, recall=0.5555555555555556, fmeasure=0.5263157894736842), 'rougeL': Score(precision=0.7272727272727273, recall=0.8, fmeasure=0.761904761904762)}"
I do not know every one of them,Tôi không biết từng người trong số họ .,tôi không biết mỗi người trong số họ,35.49481056010054,0.8461538461538461,0.75,0.8461538461538461,0.854119425547997,"{'rouge1': Score(precision=0.8461538461538461, recall=0.8461538461538461, fmeasure=0.8461538461538461), 'rouge2': Score(precision=0.75, recall=0.75, fmeasure=0.75), 'rougeL': Score(precision=0.8461538461538461, recall=0.8461538461538461, fmeasure=0.8461538461538461)}"
What makes you think Tom likes you?,Điều gì khiến bạn nghĩ Tom thích bạn ?,Điều gì khiến bạn nghĩ tom thích bạn?,59.694917920196445,1.0,1.0,1.0,0.9993141289437586,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
The Japanese population is shrinking.,Dân số Nhật Bản đang giảm .,dân số Nhật Bản đang bị thu hẹp.,32.66828640925501,0.7272727272727272,0.7000000000000001,0.7272727272727272,0.6691919191919192,"{'rouge1': Score(precision=0.8, recall=0.6666666666666666, fmeasure=0.7272727272727272), 'rouge2': Score(precision=0.7777777777777778, recall=0.6363636363636364, fmeasure=0.7000000000000001), 'rougeL': Score(precision=0.8, recall=0.6666666666666666, fmeasure=0.7272727272727272)}"
The quality of their products has gone down over the years.,Chất lượng sản phẩm của họ đã giảm qua nhiều năm .,chất lượng sản phẩm của họ đã đi xuống trong những năm qua.,39.085161980674464,0.7368421052631577,0.6666666666666667,0.6842105263157895,0.7014492753623188,"{'rouge1': Score(precision=0.7777777777777778, recall=0.7, fmeasure=0.7368421052631577), 'rouge2': Score(precision=0.7058823529411765, recall=0.631578947368421, fmeasure=0.6666666666666667), 'rougeL': Score(precision=0.7222222222222222, recall=0.65, fmeasure=0.6842105263157895)}"
I haven't finished my lunch,Tôi vẫn chưa ăn hết bữa trưa .,tôi chưa ăn trưa xong,12.22307556087252,0.6666666666666667,0.4210526315789474,0.6666666666666667,0.5955188679245284,"{'rouge1': Score(precision=0.5384615384615384, recall=0.875, fmeasure=0.6666666666666667), 'rouge2': Score(precision=0.3333333333333333, recall=0.5714285714285714, fmeasure=0.4210526315789474), 'rougeL': Score(precision=0.5384615384615384, recall=0.875, fmeasure=0.6666666666666667)}"
Tom fed the pigs,Tom cho lợn ăn .,tom cho lợn ăn,39.76353643835252,1.0,1.0,1.0,0.9679878048780488,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
You have to come now.,Bạn phải đến ngay bây giờ .,bạn phải đến ngay bây giờ,61.47881529512643,1.0,1.0,1.0,0.981329690346084,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
I advised Tom not to eat the shrimp.,Tôi đã khuyên Tom đừng ăn tôm .,Tôi khuyên tom không nên ăn tôm.,23.356898886410015,0.8571428571428571,0.7368421052631579,0.8571428571428571,0.703125,"{'rouge1': Score(precision=1.0, recall=0.75, fmeasure=0.8571428571428571), 'rouge2': Score(precision=0.875, recall=0.6363636363636364, fmeasure=0.7368421052631579), 'rougeL': Score(precision=1.0, recall=0.75, fmeasure=0.8571428571428571)}"
Tom is our guy,Tom là người đàn ông của chúng tôi,tom là chàng trai của chúng ta,12.22307556087252,0.6363636363636365,0.39999999999999997,0.6363636363636365,0.5281690140845071,"{'rouge1': Score(precision=0.5833333333333334, recall=0.7, fmeasure=0.6363636363636365), 'rouge2': Score(precision=0.36363636363636365, recall=0.4444444444444444, fmeasure=0.39999999999999997), 'rougeL': Score(precision=0.5833333333333334, recall=0.7, fmeasure=0.6363636363636365)}"
He said he was suffering from a bad headache,Anh ta nói rằng anh ta bị một cơn đau đầu tồi tệ,anh ấy nói anh ấy bị đau đầu,7.768562846380176,0.5185185185185185,0.15999999999999998,0.5185185185185185,0.5016339869281046,"{'rouge1': Score(precision=0.3888888888888889, recall=0.7777777777777778, fmeasure=0.5185185185185185), 'rouge2': Score(precision=0.11764705882352941, recall=0.25, fmeasure=0.15999999999999998), 'rougeL': Score(precision=0.3888888888888889, recall=0.7777777777777778, fmeasure=0.5185185185185185)}"
I met her in the winter several years ago,Tôi gặp cô ấy vào mùa đông vài năm trước .,tôi đã gặp cô ấy vào mùa đông vài năm trước,78.60753021519781,1.0,1.0,1.0,0.9054545454545455,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
We are both in the same class.,Chúng ta đều ở trong cùng một lớp .,chúng tôi đều ở cùng một lớp,22.31618068926665,0.8181818181818182,0.6,0.8181818181818182,0.7812499999999999,"{'rouge1': Score(precision=0.8181818181818182, recall=0.8181818181818182, fmeasure=0.8181818181818182), 'rouge2': Score(precision=0.6, recall=0.6, fmeasure=0.6), 'rougeL': Score(precision=0.8181818181818182, recall=0.8181818181818182, fmeasure=0.8181818181818182)}"
She is busy learning English.,Cô ấy đang bận học tiếng Anh .,cô ấy đang bận học tiếng anh,51.697315395717055,1.0,1.0,1.0,0.9844782983615982,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
Have you told Tom when the party starts?,Bạn đã nói với Tom khi bữa tiệc bắt đầu chưa ?,bạn đã nói với tom khi bữa tiệc bắt đầu chưa?,63.40466277046863,1.0,1.0,1.0,0.9997106481481481,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
The old man asked me the time.,Ông già hỏi tôi thời gian .,ông lão hỏi tôi thời gian.,61.47881529512643,0.8421052631578948,0.7058823529411765,0.8421052631578948,0.8412698412698414,"{'rouge1': Score(precision=0.8888888888888888, recall=0.8, fmeasure=0.8421052631578948), 'rouge2': Score(precision=0.75, recall=0.6666666666666666, fmeasure=0.7058823529411765), 'rougeL': Score(precision=0.8888888888888888, recall=0.8, fmeasure=0.8421052631578948)}"
All you have to do is smile,Tất cả những gì bạn phải làm là cười .,tất cả những gì bạn phải làm là mỉm cười,66.06328636027612,0.9375,0.8666666666666666,0.9375,0.8950617283950617,"{'rouge1': Score(precision=1.0, recall=0.8823529411764706, fmeasure=0.9375), 'rouge2': Score(precision=0.9285714285714286, recall=0.8125, fmeasure=0.8666666666666666), 'rougeL': Score(precision=1.0, recall=0.8823529411764706, fmeasure=0.9375)}"
Tom doesn't like Mary's attitude,Tom không thích thái độ của Mary .,tom không thích thái độ của mary,51.697315395717055,1.0,1.0,1.0,0.9844782983615982,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
Did you enjoy the movie you saw last night?,Bạn có thích bộ phim bạn xem tối qua không ?,bạn có thích bộ phim bạn xem tối qua không?,89.31539818068698,1.0,1.0,1.0,0.9996243425995492,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
Most Japanese opposed a tax increase,Hầu hết Nhật Bản phản đối việc tăng thuế .,hầu hết người Nhật phản đối việc tăng thuế,42.7287006396234,0.875,0.7333333333333333,0.875,0.855940934065934,"{'rouge1': Score(precision=0.875, recall=0.875, fmeasure=0.875), 'rouge2': Score(precision=0.7333333333333333, recall=0.7333333333333333, fmeasure=0.7333333333333333), 'rougeL': Score(precision=0.875, recall=0.875, fmeasure=0.875)}"
Tom put his car into park,Tom đặt xe vào công viên,tom đưa xe vào công viên,50.81327481546149,0.8888888888888888,0.75,0.8888888888888888,0.8066666666666668,"{'rouge1': Score(precision=0.8888888888888888, recall=0.8888888888888888, fmeasure=0.8888888888888888), 'rouge2': Score(precision=0.75, recall=0.75, fmeasure=0.75), 'rougeL': Score(precision=0.8888888888888888, recall=0.8888888888888888, fmeasure=0.8888888888888888)}"
Tom returned from the kitchen with two mugs of coffee and sat down next to Mary.,Tom trở về từ nhà bếp với hai cốc cà phê và ngồi xuống cạnh Mary .,Tom trở về từ bếp với hai cốc cà phê và ngồi xuống cạnh mary.,70.85876411943929,0.9767441860465117,0.9268292682926829,0.9767441860465117,0.9928183229813664,"{'rouge1': Score(precision=0.9545454545454546, recall=1.0, fmeasure=0.9767441860465117), 'rouge2': Score(precision=0.9047619047619048, recall=0.95, fmeasure=0.9268292682926829), 'rougeL': Score(precision=0.9545454545454546, recall=1.0, fmeasure=0.9767441860465117)}"
Tom called a cab for me.,Tom gọi taxi cho tôi .,Tom gọi một chiếc taxi cho tôi.,43.29820146406896,0.7777777777777778,0.625,0.7777777777777778,0.754985754985755,"{'rouge1': Score(precision=1.0, recall=0.6363636363636364, fmeasure=0.7777777777777778), 'rouge2': Score(precision=0.8333333333333334, recall=0.5, fmeasure=0.625), 'rougeL': Score(precision=1.0, recall=0.6363636363636364, fmeasure=0.7777777777777778)}"
Tom's doctor referred him to a cardiologist,Bác sĩ của Tom đã giới thiệu anh ta với một bác sĩ tim mạch .,bác sĩ của tom đã giới thiệu anh ấy đến bác sĩ tim mạch,33.64932442330151,0.8292682926829269,0.7692307692307692,0.8292682926829269,0.843114241001565,"{'rouge1': Score(precision=0.7727272727272727, recall=0.8947368421052632, fmeasure=0.8292682926829269), 'rouge2': Score(precision=0.7142857142857143, recall=0.8333333333333334, fmeasure=0.7692307692307692), 'rougeL': Score(precision=0.7727272727272727, recall=0.8947368421052632, fmeasure=0.8292682926829269)}"
Please be very careful.,Xin hãy cẩn thận .,xin hãy cẩn thận,39.76353643835252,1.0,1.0,1.0,0.9679878048780488,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
You shouldn't have any problems.,Bạn không nên có bất kỳ vấn đề nào .,bạn không nên có bất kỳ vấn đề.,66.06328636027612,0.923076923076923,0.9166666666666666,0.923076923076923,0.9835843169176502,"{'rouge1': Score(precision=0.8571428571428571, recall=1.0, fmeasure=0.923076923076923), 'rouge2': Score(precision=0.8461538461538461, recall=1.0, fmeasure=0.9166666666666666), 'rougeL': Score(precision=0.8571428571428571, recall=1.0, fmeasure=0.923076923076923)}"
I'm staying for another three weeks,Tôi sẽ ở lại thêm 3 tuần nữa .,tôi sẽ ở lại thêm ba tuần nữa,35.49481056010054,0.9166666666666666,0.8181818181818182,0.9166666666666666,0.854119425547997,"{'rouge1': Score(precision=0.9166666666666666, recall=0.9166666666666666, fmeasure=0.9166666666666666), 'rouge2': Score(precision=0.8181818181818182, recall=0.8181818181818182, fmeasure=0.8181818181818182), 'rougeL': Score(precision=0.9166666666666666, recall=0.9166666666666666, fmeasure=0.9166666666666666)}"
Do we have insurance?,Chúng ta có bảo hiểm không ?,chúng ta có bảo hiểm không,61.47881529512643,1.0,1.0,1.0,0.981329690346084,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
Tom seems sad,Tom có vẻ buồn,tom có vẻ buồn,59.460355750136046,1.0,1.0,1.0,0.9921875,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
You don't look busy,Trông bạn không bận rộn chút nào .,bạn không có vẻ bận rộn,15.619699684601276,0.6666666666666666,0.5454545454545455,0.6666666666666666,0.6048387096774195,"{'rouge1': Score(precision=0.5714285714285714, recall=0.8, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.46153846153846156, recall=0.6666666666666666, fmeasure=0.5454545454545455), 'rougeL': Score(precision=0.5714285714285714, recall=0.8, fmeasure=0.6666666666666666)}"
He can hardly speak,Ông hầu như không thể nói được .,anh ấy khó có thể nói,11.044795567078939,0.588235294117647,0.26666666666666666,0.47058823529411764,0.30241935483870974,"{'rouge1': Score(precision=0.5, recall=0.7142857142857143, fmeasure=0.588235294117647), 'rouge2': Score(precision=0.2222222222222222, recall=0.3333333333333333, fmeasure=0.26666666666666666), 'rougeL': Score(precision=0.4, recall=0.5714285714285714, fmeasure=0.47058823529411764)}"
He always affects indifference when you mention her.,Anh ta luôn ảnh hưởng đến sự thờ ơ khi anh nhắc đến cô ấy .,Anh ấy luôn ảnh hưởng đến sự thờ ơ khi bạn nhắc đến cô ấy.,68.65065103648593,0.8571428571428571,0.7272727272727272,0.8571428571428571,0.8706951530612245,"{'rouge1': Score(precision=0.8823529411764706, recall=0.8333333333333334, fmeasure=0.8571428571428571), 'rouge2': Score(precision=0.75, recall=0.7058823529411765, fmeasure=0.7272727272727272), 'rougeL': Score(precision=0.8823529411764706, recall=0.8333333333333334, fmeasure=0.8571428571428571)}"
How long did you serve in the army?,Anh phục vụ trong quân đội bao lâu rồi ?,Bạn đã phục vụ trong quân đội bao lâu?,66.06328636027612,0.8,0.7826086956521738,0.8,0.7937500000000002,"{'rouge1': Score(precision=0.7692307692307693, recall=0.8333333333333334, fmeasure=0.8), 'rouge2': Score(precision=0.75, recall=0.8181818181818182, fmeasure=0.7826086956521738), 'rougeL': Score(precision=0.7692307692307693, recall=0.8333333333333334, fmeasure=0.8)}"
Ignore him.,Bỏ qua anh ta đi .,mặc kệ anh.,9.652434877402245,0.22222222222222224,0.0,0.22222222222222224,0.2380952380952381,"{'rouge1': Score(precision=0.2, recall=0.25, fmeasure=0.22222222222222224), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.25, fmeasure=0.22222222222222224)}"
We had lovely meal.,Chúng tôi đã có một bữa ăn tuyệt vời .,chúng tôi đã có bữa ăn đáng yêu.,20.556680845025987,0.64,0.5217391304347826,0.64,0.738954922628392,"{'rouge1': Score(precision=0.5714285714285714, recall=0.7272727272727273, fmeasure=0.64), 'rouge2': Score(precision=0.46153846153846156, recall=0.6, fmeasure=0.5217391304347826), 'rougeL': Score(precision=0.5714285714285714, recall=0.7272727272727273, fmeasure=0.64)}"
There isn't much time,Không có nhiều thời gian .,không có nhiều thời gian,50.81327481546149,1.0,1.0,1.0,0.9764705882352942,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
Show me what you're capable of,Hãy cho tôi thấy bạn có thể làm được gì .,cho tôi thấy những gì bạn có khả năng,18.36028134946796,0.6206896551724138,0.4444444444444445,0.5517241379310344,0.6114130434782608,"{'rouge1': Score(precision=0.6, recall=0.6428571428571429, fmeasure=0.6206896551724138), 'rouge2': Score(precision=0.42857142857142855, recall=0.46153846153846156, fmeasure=0.4444444444444445), 'rougeL': Score(precision=0.5333333333333333, recall=0.5714285714285714, fmeasure=0.5517241379310344)}"
"Would you leave the door open, please?",Làm ơn để cửa mở được không ?,bạn vui lòng để cửa mở chứ?,22.089591134157878,0.6666666666666666,0.25,0.4444444444444444,0.46875,"{'rouge1': Score(precision=0.6666666666666666, recall=0.6666666666666666, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.25, recall=0.25, fmeasure=0.25), 'rougeL': Score(precision=0.4444444444444444, recall=0.4444444444444444, fmeasure=0.4444444444444444)}"
He got quite well.,Ông khá tốt .,anh ấy khá tốt,31.947155212313625,0.6666666666666665,0.5714285714285715,0.6666666666666665,0.46875,"{'rouge1': Score(precision=0.75, recall=0.6, fmeasure=0.6666666666666665), 'rouge2': Score(precision=0.6666666666666666, recall=0.5, fmeasure=0.5714285714285715), 'rougeL': Score(precision=0.75, recall=0.6, fmeasure=0.6666666666666665)}"
I think I broke his heart,Tôi nghĩ tôi đã làm tan vỡ trái tim anh ấy,tôi nghĩ rằng tôi đã phá vỡ trái tim anh ấy,41.72261448611506,0.7857142857142857,0.6153846153846154,0.7857142857142857,0.8030303030303031,"{'rouge1': Score(precision=0.7857142857142857, recall=0.7857142857142857, fmeasure=0.7857142857142857), 'rouge2': Score(precision=0.6153846153846154, recall=0.6153846153846154, fmeasure=0.6153846153846154), 'rougeL': Score(precision=0.7857142857142857, recall=0.7857142857142857, fmeasure=0.7857142857142857)}"
That's your loss.,Đó là mất mát của bạn .,đó là mất mát của bạn.,80.91067115702207,1.0,1.0,1.0,0.9985422740524781,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
I've had a tough day,Tôi đã có một ngày khó khăn .,tôi đã có một ngày khó khăn,68.037493331712,1.0,1.0,1.0,0.9844782983615982,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
I'll bring it to your office,Tôi sẽ mang nó đến văn phòng của bạn,tôi sẽ mang nó đến văn phòng của bạn,86.33400213704509,1.0,1.0,1.0,0.9993141289437586,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
His novels also appear in English and French,Tiểu thuyết của ông cũng xuất hiện trong tiếng Anh và tiếng Pháp,tiểu thuyết của ông cũng xuất hiện bằng tiếng Anh và tiếng Pháp,67.03420896351791,0.9333333333333332,0.8837209302325582,0.9333333333333332,0.920940170940171,"{'rouge1': Score(precision=0.9545454545454546, recall=0.9130434782608695, fmeasure=0.9333333333333332), 'rouge2': Score(precision=0.9047619047619048, recall=0.8636363636363636, fmeasure=0.8837209302325582), 'rougeL': Score(precision=0.9545454545454546, recall=0.9130434782608695, fmeasure=0.9333333333333332)}"
I have to get my teeth fixed.,Tôi phải sửa răng lại .,tôi phải sửa răng,30.213753973567677,0.888888888888889,0.8750000000000001,0.888888888888889,0.9449404761904763,"{'rouge1': Score(precision=0.8, recall=1.0, fmeasure=0.888888888888889), 'rouge2': Score(precision=0.7777777777777778, recall=1.0, fmeasure=0.8750000000000001), 'rougeL': Score(precision=0.8, recall=1.0, fmeasure=0.888888888888889)}"
You haven't paid me yet.,Anh vẫn chưa trả tiền cho tôi .,bạn chưa trả tiền cho tôi,51.697315395717055,0.8571428571428572,0.8421052631578948,0.8571428571428572,0.8032258064516131,"{'rouge1': Score(precision=0.8181818181818182, recall=0.9, fmeasure=0.8571428571428572), 'rouge2': Score(precision=0.8, recall=0.8888888888888888, fmeasure=0.8421052631578948), 'rougeL': Score(precision=0.8181818181818182, recall=0.9, fmeasure=0.8571428571428572)}"
We're done for now,Chúng ta kết thúc tại đây .,chúng ta xong rồi,6.567274736060395,0.5,0.2857142857142857,0.5,0.43604651162790703,"{'rouge1': Score(precision=0.4, recall=0.6666666666666666, fmeasure=0.5), 'rouge2': Score(precision=0.2222222222222222, recall=0.4, fmeasure=0.2857142857142857), 'rougeL': Score(precision=0.4, recall=0.6666666666666666, fmeasure=0.5)}"
Tom opened his lunch box,Tom mở hộp cơm trưa của mình,tom mở hộp cơm trưa của mình,80.91067115702207,1.0,1.0,1.0,0.9985422740524781,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
Do you have much snow in your country?,Bạn có tuyết rơi ở đất nước mình không ?,bạn có nhiều tuyết ở đất nước của bạn không?,19.331263581394154,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.6443520642201835,"{'rouge1': Score(precision=0.7142857142857143, recall=0.625, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.46153846153846156, recall=0.4, fmeasure=0.42857142857142855), 'rougeL': Score(precision=0.7142857142857143, recall=0.625, fmeasure=0.6666666666666666)}"
She goes to the hospital once a week,Cô ấy đến bệnh viện mỗi tuần một lần .,cô ấy đến bệnh viện mỗi tuần một lần,75.98356856515926,1.0,1.0,1.0,0.9883326549993218,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
Our receipts for the month will just pay these expenses.,Biên lai của chúng tôi trong tháng sẽ chỉ trả những chi phí này .,biên lai của chúng tôi trong tháng sẽ chỉ trả những chi phí này.,92.53911813809742,1.0,1.0,1.0,0.9998518518518519,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
Tom has been the president of our PTA for the last three years.,Tom đã là chủ tịch hội phụ huynh của chúng tôi trong ba năm qua .,tom đã là chủ tịch của pta của chúng tôi trong ba năm qua.,60.26080978557135,0.8205128205128205,0.7567567567567567,0.8205128205128205,0.8593596927779301,"{'rouge1': Score(precision=0.8, recall=0.8421052631578947, fmeasure=0.8205128205128205), 'rouge2': Score(precision=0.7368421052631579, recall=0.7777777777777778, fmeasure=0.7567567567567567), 'rougeL': Score(precision=0.8, recall=0.8421052631578947, fmeasure=0.8205128205128205)}"
They saw the boy carried away to the hospital,Họ thấy cậu bé mang đến bệnh viện .,họ thấy cậu bé được đưa đến bệnh viện,29.84745896009822,0.8799999999999999,0.7826086956521738,0.8799999999999999,0.7687074829931974,"{'rouge1': Score(precision=0.9166666666666666, recall=0.8461538461538461, fmeasure=0.8799999999999999), 'rouge2': Score(precision=0.8181818181818182, recall=0.75, fmeasure=0.7826086956521738), 'rougeL': Score(precision=0.9166666666666666, recall=0.8461538461538461, fmeasure=0.8799999999999999)}"
You'll have no more problems.,Bạn sẽ không còn vấn đề gì nữa .,bạn sẽ không còn vấn đề nữa,46.713797772819994,0.9565217391304348,0.8571428571428572,0.9565217391304348,0.9608843537414966,"{'rouge1': Score(precision=0.9166666666666666, recall=1.0, fmeasure=0.9565217391304348), 'rouge2': Score(precision=0.8181818181818182, recall=0.9, fmeasure=0.8571428571428572), 'rougeL': Score(precision=0.9166666666666666, recall=1.0, fmeasure=0.9565217391304348)}"
How long did you wait?,Anh đợi bao lâu rồi ?,bạn đã chờ đợi bao lâu?,27.482545710800192,0.5714285714285714,0.5,0.5714285714285714,0.5434782608695652,"{'rouge1': Score(precision=0.5714285714285714, recall=0.5714285714285714, fmeasure=0.5714285714285714), 'rouge2': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rougeL': Score(precision=0.5714285714285714, recall=0.5714285714285714, fmeasure=0.5714285714285714)}"
Everyone dies eventually,Tất cả mọi người sẽ chết sau cùng,cuối cùng mọi người đều chết,13.134549472120788,0.6666666666666667,0.45454545454545453,0.5833333333333334,0.5090725806451614,"{'rouge1': Score(precision=0.6153846153846154, recall=0.7272727272727273, fmeasure=0.6666666666666667), 'rouge2': Score(precision=0.4166666666666667, recall=0.5, fmeasure=0.45454545454545453), 'rougeL': Score(precision=0.5384615384615384, recall=0.6363636363636364, fmeasure=0.5833333333333334)}"
